fan_id,item_type,amount
FAN_0107,Hot Dog,11.71
FAN_0581,Hot Dog,12.49
FAN_0957,Nachos,13.37
FAN_0420,Hot Dog,17.31
FAN_0658,Soda,20.65
FAN_0301,Nachos,15.41
FAN_0755,Hot Dog,10.23
FAN_1066,Pretzel,13.54
FAN_0379,Pretzel,21.83
FAN_1004,Soda,12.95
FAN_0309,Hot Dog,21.17
FAN_0210,Hot Dog,12.5
FAN_0905,Nachos,19.34
FAN_0792,Soda,21.14
FAN_0296,Hot Dog,10.97
FAN_0069,Hot Dog,21.13
FAN_0924,Pretzel,18.35
FAN_0653,Beer,21.29
FAN_0555,Pretzel,14.16
FAN_0197,Beer,16.97
FAN_0198,Beer,18.47
FAN_0597,Nachos,14.44
FAN_0583,Hot Dog,8.76
FAN_0194,Beer,21.98
FAN_0297,Pretzel,21.15
FAN_1017,Soda,15.51
FAN_1136,Beer,9.07
FAN_0237,Beer,9.51
FAN_0516,Beer,18.73
FAN_0970,Beer,8.36
FAN_0692,Nachos,17.99
FAN_1200,Pretzel,9.88
FAN_0859,Nachos,20.02
FAN_0293,Nachos,16.8
FAN_0733,Pretzel,21.39
FAN_0754,Soda,14.68
FAN_0686,Pretzel,20.3
FAN_0011,Soda,10.58
FAN_1181,Beer,11.39
FAN_0614,Beer,10.37
FAN_1185,Beer,18.06
FAN_0420,Nachos,17.27
FAN_0287,Nachos,13.98
FAN_0282,Hot Dog,20.77
FAN_0008,Beer,8.29
FAN_0053,Nachos,14.1
FAN_0455,Beer,16.57
FAN_0497,Soda,16.6
FAN_0323,Pretzel,12.5
FAN_0242,Beer,17.89
FAN_0295,Nachos,9.16
FAN_0707,Soda,13.17
FAN_0638,Nachos,18.63
FAN_0797,Beer,8.24
FAN_0536,Hot Dog,8.01
FAN_0068,Hot Dog,9.92
FAN_0708,Beer,13.83
FAN_1100,Nachos,17.01
FAN_0989,Hot Dog,12.96
FAN_1157,Nachos,9.33
FAN_0380,Pretzel,21.09
FAN_0459,Nachos,15.09
FAN_0483,Beer,20.47
FAN_0711,Soda,12.39
FAN_1113,Beer,18.2
FAN_0894,Hot Dog,14.93
FAN_1194,Nachos,21.64
FAN_0754,Beer,15.1
FAN_1190,Hot Dog,9.9
FAN_0460,Pretzel,18.53
FAN_0089,Beer,11.22
FAN_0181,Pretzel,14.66
FAN_0175,Beer,14.79
FAN_1153,Nachos,14.4
FAN_0172,Pretzel,12.4
FAN_0835,Hot Dog,18.88
FAN_1075,Hot Dog,21.67
FAN_0208,Beer,19.86
FAN_0101,Nachos,18.07
FAN_0820,Beer,10.0
FAN_0113,Pretzel,15.88
FAN_0288,Soda,21.22
FAN_0614,Nachos,20.48
FAN_1048,Nachos,14.26
FAN_0130,Pretzel,13.33
FAN_0986,Pretzel,11.57
FAN_0329,Soda,21.46
FAN_0496,Nachos,14.41
FAN_0206,Pretzel,19.48
FAN_0712,Soda,18.5
FAN_0333,Nachos,15.88
FAN_0774,Nachos,12.97
FAN_0706,Beer,8.56
FAN_0392,Hot Dog,12.6
FAN_0709,Beer,9.2
FAN_1029,Nachos,17.02
FAN_0531,Pretzel,20.39
FAN_1042,Soda,13.24
FAN_0197,Beer,18.49
FAN_0462,Hot Dog,9.02
FAN_0051,Soda,18.07
FAN_0713,Soda,13.27
FAN_0838,Hot Dog,13.57
FAN_1044,Nachos,16.24
FAN_0765,Pretzel,14.52
FAN_0574,Beer,16.04
FAN_0034,Pretzel,21.05
FAN_0814,Pretzel,10.89
FAN_0592,Soda,20.41
FAN_0674,Pretzel,14.24
FAN_0097,Pretzel,13.72
FAN_0141,Soda,17.03
FAN_1177,Soda,11.61
FAN_0578,Nachos,19.93
FAN_1171,Pretzel,10.17
FAN_0578,Beer,14.32
FAN_0137,Beer,20.94
FAN_0985,Nachos,9.66
FAN_0103,Soda,18.34
FAN_0227,Hot Dog,19.73
FAN_0960,Hot Dog,14.15
FAN_0429,Hot Dog,19.39
FAN_0781,Soda,10.96
FAN_0479,Beer,17.99
FAN_1166,Soda,18.76
FAN_0196,Nachos,8.05
FAN_0526,Beer,14.91
FAN_0424,Beer,13.32
FAN_0939,Beer,16.8
FAN_0494,Hot Dog,19.12
FAN_0084,Nachos,16.78
FAN_1145,Soda,18.15
FAN_0455,Soda,10.41
FAN_0343,Pretzel,21.78
FAN_0867,Nachos,11.38
FAN_0449,Beer,15.17
FAN_0754,Nachos,20.86
FAN_0291,Soda,17.72
FAN_0391,Pretzel,16.46
FAN_0745,Pretzel,17.48
FAN_0292,Pretzel,16.85
FAN_0013,Soda,14.89
FAN_0007,Hot Dog,12.01
FAN_1175,Pretzel,15.61
FAN_0160,Pretzel,17.57
FAN_0828,Nachos,14.56
FAN_0553,Soda,9.78
FAN_1017,Pretzel,9.06
FAN_0758,Pretzel,20.48
FAN_0236,Beer,17.15
FAN_0793,Beer,14.75
FAN_0313,Hot Dog,17.47
FAN_0841,Nachos,11.02
FAN_0054,Beer,12.44
FAN_1154,Beer,17.11
FAN_0912,Nachos,16.54
FAN_0422,Pretzel,9.24
FAN_1173,Pretzel,13.9
FAN_0363,Soda,18.53
FAN_0353,Hot Dog,15.87
FAN_0116,Pretzel,17.52
FAN_0563,Soda,8.22
FAN_1002,Nachos,11.06
FAN_0328,Beer,11.57
FAN_0245,Nachos,17.72
FAN_0211,Beer,10.9
FAN_1139,Hot Dog,8.14
FAN_0319,Soda,18.49
FAN_0730,Pretzel,8.52
FAN_0396,Pretzel,13.28
FAN_0107,Soda,18.03
FAN_0332,Hot Dog,19.38
FAN_0385,Soda,10.84
FAN_0326,Hot Dog,8.78
FAN_0144,Pretzel,17.3
FAN_0716,Hot Dog,14.44
FAN_0398,Pretzel,8.28
FAN_0966,Pretzel,17.24
FAN_1165,Hot Dog,12.94
FAN_0035,Nachos,15.57
FAN_0313,Nachos,9.93
FAN_0080,Beer,8.98
FAN_0736,Nachos,20.25
FAN_0488,Nachos,18.33
FAN_1142,Soda,16.35
FAN_0649,Nachos,9.96
FAN_0708,Beer,20.75
FAN_0582,Soda,19.17
FAN_0208,Hot Dog,14.31
FAN_0621,Pretzel,20.13
FAN_0429,Hot Dog,19.9
FAN_0460,Pretzel,12.06
FAN_1110,Soda,16.84
FAN_0642,Pretzel,15.04
FAN_0007,Hot Dog,18.78
FAN_0820,Pretzel,11.08
FAN_0942,Hot Dog,9.14
FAN_0138,Soda,21.68
FAN_0288,Soda,10.74
FAN_0979,Nachos,8.72
FAN_0213,Hot Dog,11.49
FAN_0092,Soda,8.25
FAN_0186,Pretzel,9.74
FAN_1039,Nachos,14.92
FAN_0153,Beer,18.15
FAN_0197,Hot Dog,17.19
FAN_0991,Beer,17.85
FAN_1033,Soda,19.65
FAN_0575,Hot Dog,21.82
FAN_0486,Nachos,13.62
FAN_0427,Pretzel,9.14
FAN_0939,Nachos,21.33
FAN_0663,Pretzel,12.57
FAN_0986,Beer,19.47
FAN_0251,Hot Dog,16.47
FAN_0552,Pretzel,13.23
FAN_0363,Hot Dog,10.21
FAN_0582,Soda,13.81
FAN_0378,Hot Dog,14.32
FAN_0687,Nachos,11.52
FAN_0643,Nachos,14.71
FAN_0040,Nachos,19.16
FAN_1133,Nachos,20.66
FAN_0788,Beer,11.54
FAN_0733,Beer,11.53
FAN_0436,Beer,11.98
FAN_0050,Soda,14.15
FAN_1031,Hot Dog,8.82
FAN_0882,Beer,14.75
FAN_0475,Hot Dog,13.81
FAN_0488,Soda,9.98
FAN_0262,Hot Dog,10.57
FAN_0665,Beer,11.13
FAN_0985,Soda,14.46
FAN_0602,Soda,12.62
FAN_0746,Nachos,14.43
FAN_0066,Pretzel,15.87
FAN_0111,Nachos,15.09
FAN_0429,Nachos,12.68
FAN_0349,Beer,12.66
FAN_0117,Nachos,19.91
FAN_0164,Hot Dog,21.0
FAN_0335,Nachos,12.73
FAN_0213,Hot Dog,17.05
FAN_0627,Pretzel,11.24
FAN_0881,Soda,14.43
FAN_0526,Soda,14.84
FAN_1058,Hot Dog,10.99
FAN_0904,Soda,10.39
FAN_0125,Soda,20.3
FAN_0452,Hot Dog,19.97
FAN_0590,Pretzel,16.54
FAN_0789,Pretzel,19.25
FAN_0492,Nachos,9.38
FAN_0277,Nachos,20.11
FAN_0929,Beer,19.75
FAN_0344,Hot Dog,19.8
FAN_0384,Soda,14.59
FAN_0809,Beer,18.03
FAN_0280,Beer,21.96
FAN_0926,Pretzel,9.25
FAN_0308,Soda,14.58
FAN_0051,Pretzel,8.09
FAN_0742,Pretzel,8.8
FAN_0143,Nachos,9.59
FAN_0339,Soda,17.27
FAN_1013,Pretzel,13.08
FAN_1027,Nachos,20.92
FAN_1177,Hot Dog,20.05
FAN_0719,Nachos,15.25
FAN_0841,Beer,18.42
FAN_0240,Soda,11.8
FAN_0009,Beer,9.52
FAN_0554,Beer,15.59
FAN_1064,Hot Dog,10.12
FAN_0779,Pretzel,9.33
FAN_0539,Hot Dog,13.83
FAN_0645,Soda,14.18
FAN_0103,Soda,13.42
FAN_0488,Hot Dog,21.61
FAN_0546,Pretzel,8.67
FAN_0820,Soda,14.76
FAN_1084,Hot Dog,12.55
FAN_1073,Pretzel,21.5
FAN_0997,Nachos,11.89
FAN_0793,Nachos,17.94
FAN_0282,Beer,12.5
FAN_0508,Pretzel,15.52
FAN_0565,Pretzel,20.81
FAN_0098,Nachos,20.45
FAN_0672,Nachos,20.97
FAN_0401,Soda,20.7
FAN_0931,Beer,18.72
FAN_0200,Soda,13.49
FAN_0507,Beer,9.22
FAN_1025,Hot Dog,15.32
FAN_0334,Beer,14.63
FAN_0660,Beer,21.45
FAN_0818,Soda,9.55
FAN_0613,Soda,8.48
FAN_1058,Pretzel,18.16
FAN_0093,Pretzel,9.09
FAN_0440,Beer,21.58
FAN_0417,Beer,16.23
FAN_0463,Nachos,18.92
FAN_0317,Pretzel,16.01
FAN_0111,Nachos,12.34
FAN_0767,Hot Dog,12.55
FAN_0958,Soda,8.01
FAN_1004,Nachos,8.87
FAN_0975,Beer,12.6
FAN_0139,Soda,11.33
FAN_0768,Soda,18.72
FAN_1196,Hot Dog,15.55
FAN_1048,Soda,8.17
FAN_0385,Beer,20.45
FAN_0599,Soda,15.83
FAN_0097,Beer,14.5
FAN_0776,Soda,19.61
FAN_0433,Pretzel,17.19
FAN_1196,Nachos,13.35
FAN_0840,Nachos,11.9
FAN_0059,Beer,13.92
FAN_0824,Hot Dog,14.59
FAN_0577,Hot Dog,19.69
FAN_0060,Hot Dog,12.37
FAN_0284,Nachos,12.72
FAN_0038,Pretzel,19.96
FAN_1129,Nachos,14.23
FAN_0500,Nachos,13.92
FAN_0760,Pretzel,19.39
FAN_0801,Soda,18.98
FAN_0582,Hot Dog,12.59
FAN_0725,Beer,18.19
FAN_0697,Pretzel,15.95
FAN_0729,Beer,12.5
FAN_0709,Beer,21.83
FAN_0589,Soda,9.4
FAN_0247,Soda,12.14
FAN_0467,Hot Dog,21.29
FAN_0103,Soda,16.46
FAN_0424,Soda,8.54
FAN_0076,Hot Dog,20.48
FAN_0269,Hot Dog,12.86
FAN_0672,Hot Dog,18.25
FAN_0733,Hot Dog,8.54
FAN_0700,Nachos,17.54
FAN_0145,Beer,9.35
FAN_0531,Nachos,21.28
FAN_0200,Hot Dog,18.7
FAN_0637,Pretzel,17.94
FAN_0603,Hot Dog,10.79
FAN_1015,Soda,13.58
FAN_0769,Soda,8.2
FAN_1190,Hot Dog,11.73
FAN_0425,Pretzel,8.31
FAN_0621,Soda,18.13
FAN_0768,Nachos,9.51
FAN_0223,Soda,13.5
FAN_0900,Soda,18.94
FAN_0727,Hot Dog,15.95
FAN_0803,Soda,14.35
FAN_0121,Hot Dog,9.3
FAN_1027,Soda,13.45
FAN_1128,Soda,19.28
FAN_0644,Beer,16.06
FAN_0949,Pretzel,17.71
FAN_1043,Hot Dog,13.64
FAN_0780,Beer,21.85
FAN_0046,Beer,20.81
FAN_0104,Pretzel,13.52
FAN_0876,Soda,20.52
FAN_0897,Pretzel,20.58
FAN_0182,Nachos,18.94
FAN_0221,Nachos,18.38
FAN_0958,Pretzel,19.67
FAN_0998,Soda,13.6
FAN_0291,Pretzel,11.1
FAN_1077,Nachos,21.04
FAN_1050,Nachos,15.03
FAN_0376,Hot Dog,20.9
FAN_0116,Beer,11.4
FAN_0701,Pretzel,14.51
FAN_0880,Pretzel,19.39
FAN_0738,Pretzel,21.49
FAN_0277,Beer,21.59
FAN_0089,Pretzel,11.21
FAN_0096,Hot Dog,20.53
FAN_0864,Hot Dog,17.5
FAN_0799,Beer,8.47
FAN_0579,Nachos,8.86
FAN_0682,Beer,18.52
FAN_0280,Beer,18.96
FAN_0277,Pretzel,19.26
FAN_0660,Hot Dog,13.75
FAN_0247,Nachos,19.46
FAN_0742,Soda,11.71
FAN_1051,Soda,11.4
FAN_0389,Beer,20.1
FAN_1172,Hot Dog,8.91
FAN_0202,Hot Dog,16.89
FAN_0036,Hot Dog,18.88
FAN_0950,Nachos,15.44
FAN_0569,Beer,10.67
FAN_0376,Nachos,20.73
FAN_0504,Nachos,15.55
FAN_0533,Hot Dog,17.6
FAN_0984,Nachos,13.64
FAN_0054,Beer,17.71
FAN_1020,Hot Dog,14.36
FAN_0364,Pretzel,18.86
FAN_0354,Soda,11.9
FAN_0945,Beer,16.2
FAN_0244,Hot Dog,18.06
FAN_0001,Pretzel,10.51
FAN_0775,Nachos,18.17
FAN_0328,Pretzel,19.09
FAN_1048,Beer,15.59
FAN_0165,Hot Dog,15.98
FAN_0074,Nachos,18.78
FAN_0379,Pretzel,18.77
FAN_0909,Hot Dog,19.74
FAN_0740,Pretzel,20.79
FAN_0444,Soda,14.8
FAN_0797,Soda,18.56
FAN_0597,Soda,15.73
FAN_0021,Hot Dog,14.56
FAN_0806,Soda,12.24
FAN_1091,Pretzel,11.96
FAN_0962,Pretzel,11.6
FAN_0717,Soda,13.15
FAN_0665,Pretzel,17.41
FAN_1132,Hot Dog,18.65
FAN_0670,Hot Dog,13.0
FAN_0852,Soda,15.44
FAN_1007,Nachos,13.45
FAN_0807,Nachos,16.9
FAN_0951,Pretzel,13.03
FAN_0639,Beer,21.99
FAN_1004,Pretzel,17.59
FAN_0105,Nachos,12.32
FAN_0417,Hot Dog,12.18
FAN_0400,Beer,14.41
FAN_0010,Soda,15.29
FAN_0138,Nachos,12.12
FAN_0023,Pretzel,11.38
FAN_1140,Soda,8.95
FAN_0561,Pretzel,14.58
FAN_0666,Beer,21.33
FAN_0581,Hot Dog,13.48
FAN_0753,Pretzel,9.47
FAN_0538,Nachos,15.08
FAN_0481,Hot Dog,15.91
FAN_0405,Beer,13.24
FAN_1182,Nachos,20.39
FAN_0514,Nachos,9.25
FAN_1192,Nachos,13.96
FAN_0871,Hot Dog,21.6
FAN_0002,Beer,18.07
FAN_0963,Pretzel,21.93
FAN_0852,Soda,10.16
FAN_0792,Beer,12.17
FAN_0827,Soda,13.65
FAN_1199,Nachos,22.0
FAN_0350,Soda,21.71
FAN_1107,Nachos,18.81
FAN_0968,Soda,18.22
FAN_0445,Nachos,12.42
FAN_1198,Hot Dog,18.93
FAN_1196,Soda,15.71
FAN_0219,Pretzel,12.79
FAN_0166,Soda,8.09
FAN_0525,Soda,20.39
FAN_0137,Soda,19.06
FAN_0625,Hot Dog,19.28
FAN_0413,Pretzel,14.45
FAN_0628,Pretzel,14.09
FAN_0378,Pretzel,13.53
FAN_0720,Pretzel,18.46
FAN_0362,Hot Dog,17.59
FAN_0949,Nachos,17.3
FAN_0303,Nachos,19.94
FAN_0206,Hot Dog,18.22
FAN_1107,Pretzel,12.22
FAN_0232,Hot Dog,11.79
FAN_0844,Soda,21.63
FAN_1083,Nachos,16.3
FAN_0052,Beer,16.9
FAN_0829,Beer,11.17
FAN_0533,Soda,12.6
FAN_0897,Pretzel,21.07
FAN_0490,Hot Dog,8.17
FAN_0834,Pretzel,18.03
FAN_0173,Soda,21.03
FAN_1133,Hot Dog,10.94
FAN_0877,Beer,16.43
FAN_0975,Pretzel,8.83
FAN_0567,Hot Dog,17.92
FAN_1019,Nachos,8.54
FAN_0006,Pretzel,14.41
FAN_1160,Soda,19.6
FAN_0874,Nachos,16.53
FAN_0294,Nachos,13.22
FAN_0559,Nachos,14.59
FAN_0699,Nachos,9.89
FAN_0120,Pretzel,18.07
FAN_0397,Soda,10.2
FAN_0866,Beer,8.89
FAN_0331,Nachos,13.53
FAN_0878,Nachos,13.59
FAN_1067,Pretzel,11.71
FAN_0853,Beer,14.75
FAN_1133,Beer,18.99
FAN_0829,Nachos,14.3
FAN_0402,Nachos,16.6
FAN_0202,Soda,16.78
FAN_0013,Hot Dog,16.01
FAN_0044,Soda,13.2
FAN_0808,Soda,21.66
FAN_0803,Pretzel,19.88
FAN_0285,Pretzel,14.67
FAN_0689,Pretzel,12.86
FAN_0147,Hot Dog,21.34
FAN_0341,Pretzel,14.24
FAN_0485,Soda,16.76
FAN_0768,Pretzel,11.35
FAN_1169,Nachos,12.6
FAN_0343,Nachos,9.0
FAN_1042,Pretzel,21.03
FAN_0935,Soda,13.23
FAN_1195,Hot Dog,12.81
FAN_0707,Nachos,21.85
FAN_1179,Pretzel,19.65
FAN_1070,Beer,15.44
FAN_0512,Nachos,17.07
FAN_0895,Beer,14.43
FAN_0815,Hot Dog,10.47
FAN_0953,Soda,15.45
FAN_0489,Nachos,18.92
FAN_0862,Beer,14.5
FAN_0859,Nachos,20.64
FAN_0381,Pretzel,12.51
FAN_0844,Hot Dog,19.82
FAN_0377,Beer,14.91
FAN_0539,Nachos,16.09
FAN_0483,Soda,9.62
FAN_0431,Soda,13.11
FAN_1024,Soda,19.44
FAN_1014,Beer,15.08
FAN_0563,Pretzel,12.86
FAN_0568,Hot Dog,8.42
FAN_1134,Pretzel,21.4
FAN_0992,Beer,16.86
FAN_0127,Nachos,11.62
FAN_0102,Nachos,12.85
FAN_1047,Nachos,8.27
FAN_0360,Hot Dog,9.01
FAN_0830,Soda,17.05
FAN_0844,Soda,19.25
FAN_0236,Nachos,15.05
FAN_0327,Soda,21.07
FAN_0723,Pretzel,14.2
FAN_0136,Pretzel,9.11
FAN_0689,Hot Dog,16.75
FAN_0999,Pretzel,16.92
FAN_1130,Nachos,21.68
FAN_0989,Pretzel,13.17
FAN_0432,Pretzel,10.91
FAN_0121,Beer,16.25
FAN_0711,Pretzel,14.56
FAN_0387,Beer,20.79
FAN_0647,Soda,12.89
FAN_0326,Hot Dog,8.43
FAN_0254,Beer,19.26
FAN_0035,Hot Dog,21.36
FAN_0445,Pretzel,18.47
FAN_0412,Nachos,20.21
FAN_0960,Soda,19.53
FAN_0301,Hot Dog,9.65
FAN_0640,Soda,14.46
FAN_0872,Hot Dog,18.36
FAN_0859,Soda,15.78
FAN_0513,Hot Dog,17.4
FAN_0863,Soda,20.26
FAN_0539,Nachos,20.67
FAN_0181,Beer,19.7
FAN_0019,Soda,13.09
FAN_0780,Beer,16.33
FAN_0389,Pretzel,11.58
FAN_0618,Hot Dog,21.55
FAN_0341,Beer,9.63
FAN_0173,Nachos,14.45
FAN_0651,Hot Dog,9.54
FAN_0109,Beer,13.83
FAN_1173,Nachos,16.89
FAN_0225,Pretzel,16.2
FAN_0582,Soda,8.06
FAN_1099,Hot Dog,20.42
FAN_0559,Pretzel,11.91
FAN_0961,Nachos,10.33
FAN_0137,Nachos,9.96
FAN_1029,Nachos,8.73
FAN_0945,Nachos,11.53
FAN_0512,Soda,19.46
FAN_0996,Soda,20.29
FAN_0024,Beer,15.71
FAN_0408,Pretzel,11.01
FAN_0264,Nachos,10.17
FAN_0623,Pretzel,17.86
FAN_0140,Hot Dog,20.64
FAN_0158,Beer,10.09
FAN_0056,Nachos,20.41
FAN_0164,Hot Dog,19.78
FAN_0975,Nachos,19.83
FAN_0474,Hot Dog,8.45
FAN_0460,Hot Dog,10.24
FAN_0434,Hot Dog,13.31
FAN_1167,Beer,21.69
FAN_0144,Nachos,13.1
FAN_0488,Nachos,11.59
FAN_0625,Pretzel,19.27
FAN_0468,Soda,10.62
FAN_0212,Soda,16.36
FAN_0896,Soda,13.61
FAN_0707,Hot Dog,21.75
FAN_0095,Hot Dog,15.03
FAN_0567,Pretzel,12.96
FAN_0223,Beer,11.16
FAN_0873,Beer,18.2
FAN_0738,Nachos,21.65
FAN_0471,Nachos,21.04
FAN_0742,Pretzel,13.07
FAN_0210,Beer,18.64
FAN_0813,Soda,12.82
FAN_1096,Pretzel,12.12
FAN_0451,Soda,18.75
FAN_0793,Nachos,12.84
FAN_0199,Soda,17.59
FAN_0559,Pretzel,21.35
FAN_0963,Nachos,16.3
FAN_1045,Nachos,9.98
FAN_0980,Soda,10.0
FAN_0745,Pretzel,19.53
FAN_0983,Pretzel,13.4
FAN_0300,Nachos,8.3
FAN_0185,Pretzel,19.83
FAN_0256,Hot Dog,17.84
FAN_0761,Beer,9.74
FAN_0611,Pretzel,10.29
FAN_0576,Nachos,20.07
FAN_0909,Nachos,13.17
FAN_0116,Nachos,17.65
FAN_0401,Beer,19.39
FAN_0366,Hot Dog,19.68
FAN_0445,Nachos,20.29
FAN_0673,Soda,20.46
FAN_0347,Hot Dog,8.65
FAN_0035,Soda,15.37
FAN_1170,Beer,16.18
FAN_0601,Pretzel,15.21
FAN_0957,Beer,18.42
FAN_0298,Soda,20.58
FAN_0029,Soda,16.67
FAN_0169,Soda,9.88
FAN_0845,Pretzel,10.11
FAN_0749,Nachos,17.33
FAN_0561,Beer,12.97
FAN_0433,Hot Dog,16.4
FAN_0293,Nachos,9.1
FAN_0431,Nachos,8.21
FAN_0807,Nachos,16.22
FAN_1163,Hot Dog,10.27
FAN_0439,Hot Dog,20.1
FAN_1019,Nachos,9.31
FAN_0759,Soda,17.66
FAN_0690,Beer,10.73
FAN_0682,Beer,14.31
FAN_1173,Soda,8.61
FAN_0435,Soda,21.15
FAN_1149,Nachos,11.24
FAN_1143,Pretzel,15.23
FAN_0031,Soda,12.92
FAN_0539,Pretzel,18.2
FAN_1126,Pretzel,8.03
FAN_1017,Pretzel,9.7
FAN_0479,Pretzel,21.69
FAN_0138,Hot Dog,16.38
FAN_0427,Pretzel,21.85
FAN_0732,Soda,12.64
FAN_1071,Nachos,10.35
FAN_0146,Pretzel,14.74
FAN_0437,Hot Dog,10.2
FAN_0908,Beer,15.97
FAN_0155,Nachos,16.8
FAN_1051,Hot Dog,20.68
FAN_1132,Soda,14.93
FAN_0155,Soda,8.98
FAN_0827,Pretzel,11.36
FAN_0277,Nachos,11.45
FAN_0550,Nachos,19.8
FAN_0977,Soda,14.64
FAN_0695,Hot Dog,16.74
FAN_0725,Beer,13.29
FAN_0532,Nachos,9.87
FAN_0116,Beer,16.88
FAN_0405,Soda,12.83
FAN_0052,Nachos,17.56
FAN_1144,Hot Dog,16.76
FAN_0074,Soda,15.25
FAN_0702,Pretzel,19.0
FAN_0905,Nachos,15.01
FAN_0363,Nachos,13.75
FAN_0207,Pretzel,21.6
FAN_1133,Hot Dog,10.33
FAN_0445,Soda,16.55
FAN_0220,Pretzel,16.22
FAN_0857,Soda,17.68
FAN_0259,Hot Dog,19.04
FAN_0268,Nachos,14.56
FAN_0045,Beer,21.15
FAN_0427,Hot Dog,10.71
FAN_0512,Nachos,20.34
FAN_0766,Soda,8.21
FAN_0520,Beer,18.97
FAN_0032,Nachos,20.65
FAN_1113,Hot Dog,18.42
FAN_0061,Hot Dog,17.77
FAN_0970,Hot Dog,20.66
FAN_0915,Nachos,10.55
FAN_0760,Soda,17.85
FAN_0606,Pretzel,10.66
FAN_0802,Hot Dog,15.79
FAN_1108,Hot Dog,11.02
FAN_0510,Nachos,13.22
FAN_0394,Pretzel,9.68
FAN_0202,Soda,19.74
FAN_0321,Hot Dog,8.82
FAN_0703,Soda,10.98
FAN_0822,Pretzel,9.95
FAN_0832,Beer,10.49
FAN_1026,Nachos,15.16
FAN_0363,Hot Dog,10.15
FAN_0020,Nachos,19.81
FAN_1017,Soda,20.1
FAN_1169,Soda,15.57
FAN_1136,Hot Dog,20.77
FAN_1043,Pretzel,12.75
FAN_0200,Hot Dog,16.12
FAN_0536,Pretzel,8.24
FAN_0934,Hot Dog,20.52
FAN_0558,Nachos,14.94
FAN_0640,Beer,14.27
FAN_0886,Beer,18.19
FAN_0924,Pretzel,21.93
FAN_1075,Soda,9.4
FAN_0847,Beer,20.01
FAN_0381,Soda,14.3
FAN_1151,Beer,21.57
FAN_0531,Pretzel,15.13
FAN_0730,Pretzel,17.73
FAN_0845,Beer,20.74
FAN_0138,Beer,21.93
FAN_0929,Hot Dog,9.09
FAN_0907,Hot Dog,16.7
FAN_0816,Beer,12.78
FAN_0144,Nachos,11.81
FAN_0859,Nachos,19.68
FAN_0658,Hot Dog,15.98
FAN_0143,Beer,18.08
FAN_0663,Pretzel,10.86
FAN_1087,Beer,20.45
FAN_0979,Pretzel,21.01
FAN_0296,Beer,9.66
FAN_0959,Hot Dog,16.6
FAN_0059,Beer,8.89
FAN_0750,Hot Dog,20.27
FAN_0688,Beer,18.71
FAN_1006,Pretzel,9.73
FAN_0281,Beer,16.66
FAN_0956,Hot Dog,18.61
FAN_0355,Soda,13.53
FAN_0284,Hot Dog,11.29
FAN_0648,Soda,15.48
FAN_1189,Nachos,18.19
FAN_0850,Soda,21.5
FAN_0623,Soda,10.27
FAN_0482,Pretzel,17.41
FAN_0694,Beer,9.29
FAN_1136,Hot Dog,11.07
FAN_0457,Beer,8.4
FAN_0099,Soda,11.77
FAN_0046,Hot Dog,20.24
FAN_1018,Nachos,18.86
FAN_0734,Pretzel,9.52
FAN_0960,Pretzel,18.16
FAN_1157,Pretzel,17.07
FAN_0263,Beer,9.45
FAN_0518,Nachos,8.13
FAN_1083,Hot Dog,15.18
FAN_0232,Pretzel,14.67
FAN_0959,Nachos,8.59
FAN_0020,Pretzel,19.13
FAN_0204,Hot Dog,11.22
FAN_0044,Nachos,17.06
FAN_0485,Nachos,12.38
FAN_0243,Pretzel,20.95
FAN_0730,Soda,8.35
FAN_0653,Soda,21.75
FAN_0898,Nachos,10.94
FAN_1117,Hot Dog,8.92
FAN_0120,Nachos,18.99
FAN_0885,Nachos,13.97
FAN_0622,Soda,8.36
FAN_0677,Beer,8.74
FAN_0922,Pretzel,13.91
FAN_0487,Hot Dog,15.1
FAN_0668,Soda,20.87
FAN_0978,Pretzel,15.44
FAN_0889,Beer,18.35
FAN_1058,Beer,14.4
FAN_0210,Nachos,19.87
FAN_0018,Soda,21.53
FAN_1087,Nachos,21.08
FAN_1134,Beer,10.1
FAN_0064,Pretzel,16.29
FAN_1134,Beer,20.62
FAN_0309,Beer,19.35
FAN_0562,Hot Dog,15.2
FAN_0722,Pretzel,18.67
FAN_0540,Soda,18.77
FAN_0522,Beer,8.99
FAN_0766,Hot Dog,8.36
FAN_1041,Nachos,19.06
FAN_0252,Beer,14.81
FAN_1058,Nachos,21.49
FAN_0587,Beer,21.33
FAN_0602,Soda,21.02
FAN_1178,Pretzel,9.06
FAN_0638,Pretzel,14.68
FAN_1199,Soda,16.05
FAN_1173,Beer,13.31
FAN_0107,Beer,11.67
FAN_1058,Nachos,20.23
FAN_0814,Soda,11.31
FAN_0033,Beer,17.46
FAN_0642,Pretzel,18.52
FAN_0144,Beer,21.94
FAN_0637,Nachos,21.71
FAN_0013,Nachos,15.34
FAN_0241,Beer,16.04
FAN_0186,Pretzel,11.73
FAN_0390,Nachos,8.39
FAN_0632,Soda,16.07
FAN_0925,Nachos,14.48
FAN_1068,Beer,14.06
FAN_0553,Nachos,12.04
FAN_1171,Nachos,14.05
FAN_0260,Beer,15.38
FAN_0835,Soda,21.7
FAN_0390,Pretzel,11.37
FAN_0448,Soda,20.64
FAN_0548,Soda,9.37
FAN_0379,Nachos,14.03
